id_a,id_b,label,jaccard_3,jaccard_5
N000670,N000671,same,0.9428571428571428,0.9152798789712556
N000489,N007029,different,0.31212121212121213,0.23224043715846995
N007633,N010942,different,0.2535211267605634,0.17100371747211895
N005243,N006569,different,0.15391969407265774,0.10232158211521926
N001083,N001567,different,0.2810126582278481,0.1926006528835691
N000282,N006591,different,0.3023255813953488,0.20679012345679013
N003362,N003364,same,0.9843444227005871,0.9781818181818182
N005927,N008816,different,0.45161290322580644,0.3916827852998066
N001289,N001291,same,0.2819253438113949,0.2601410934744268
N005231,N005232,same,0.9606299212598425,0.9401088929219601
N003835,N003837,same,0.744943820224719,0.7358870967741935
N004167,N005115,different,0.4928909952606635,0.3877338877338877
N002040,N003281,different,0.3264129181084198,0.2037914691943128
N002605,N010853,different,0.43979721166032953,0.3581081081081081
N011139,N011793,different,0.19011976047904192,0.1210149642160052
N001458,N002506,different,0.25684485006518903,0.1832579185520362
N007148,N011853,different,0.488659793814433,0.41452205882352944
N001791,N008583,different,0.3941997851772288,0.3253128007699711
N008993,N008995,same,0.9464944649446494,0.9135593220338983
N004043,N004218,different,0.36012861736334406,0.2943969610636277
N011601,N011603,same,0.9309734513274336,0.8963317384370016
N002945,N010292,different,0.2311033883579496,0.15384615384615385
N006385,N011130,different,0.37486095661846497,0.3081510934393638
N006764,N009477,different,0.39568345323741005,0.33043478260869563
N004409,N011892,different,0.2621527777777778,0.17785977859778598
N000023,N002700,different,0.361,0.2906057945566286
N001669,N003264,different,0.28797083839611176,0.2
N002831,N008460,different,0.1684511063526053,0.11342155009451796
N004184,N005163,different,0.1709470304975923,0.1111111111111111
N009665,N011482,different,0.11764705882352941,0.07381615598885793
N000340,N009553,different,0.1302408563782337,0.083668543845535
N002043,N008828,different,0.26171428571428573,0.1812015503875969
N003466,N003469,same,0.6113116726835138,0.6008771929824561
N005064,N005067,same,0.7074030552291422,0.6961620469083155
N000030,N007467,different,0.2895927601809955,0.1965484180249281
N011900,N011901,same,0.5525394045534151,0.5529225908372828
N006901,N008943,different,0.3192982456140351,0.21421520236920039
N003415,N005750,different,0.16476190476190475,0.11263972484952708
N005350,N005352,same,0.38550057537399307,0.3625
N007614,N008823,different,0.18270676691729323,0.1203155818540434
N004333,N008255,different,0.288135593220339,0.19840566873339238
N009495,N009521,different,0.18403908794788273,0.1274438812454743
N006462,N006463,same,0.9389671361502347,0.9363507779349364
N001629,N008262,different,0.3693379790940767,0.2607003891050584
N002516,N010795,different,0.3468516542155816,0.22799295774647887
N006622,N006623,same,0.780891719745223,0.7529691211401425
N010081,N010082,same,0.6762589928057554,0.669750231267345
N007560,N007561,same,0.6103739445114595,0.6006637168141593
N005941,N006998,different,0.4575371549893843,0.3982725527831094
N004062,N004438,different,0.2693877551020408,0.18457943925233644
N000990,N002973,different,0.16344605475040258,0.09588068181818182
N008321,N008641,different,0.43097643097643096,0.34025717111770526
N008561,N008562,same,0.6957123098201936,0.6794871794871795
N001360,N001361,same,0.9676724137931034,0.951417004048583
N008993,N008994,same,0.9699812382739212,0.9581881533101045
N005108,N005109,same,0.7409638554216867,0.737417943107221
N001983,N001984,same,0.5805970149253732,0.5605442176870749
N006038,N009049,different,0.1768,0.12142857142857143
N001413,N007076,different,0.3006134969325153,0.2020304568527919
N005772,N005776,same,0.34296028880866425,0.3068181818181818
N000237,N009075,different,0.4961904761904762,0.36626506024096384
N011043,N011048,same,0.27343078245915736,0.2434108527131783
N004742,N006981,different,0.2781289506953224,0.19781420765027322
N004801,N004802,same,0.571964956195244,0.5560640732265446
N003994,N003995,same,0.2352437981180496,0.21367521367521367
N000643,N009675,different,0.452947259565667,0.3831948291782087
N006086,N006087,same,0.9350453172205438,0.9256756756756757
N000266,N010102,different,0.3615494978479197,0.24754901960784315
N005028,N009701,different,0.3288690476190476,0.23785166240409208
N009670,N009671,same,0.9602122015915119,0.94
N001005,N001804,different,0.43043043043043044,0.3717605004468275
N005314,N010609,different,0.4876805437553101,0.37988422575976843
N000417,N000419,same,0.9435261707988981,0.9350490196078431
N011041,N011048,same,0.2551546391752577,0.22575640031031807
N000992,N001435,different,0.2919042189281642,0.2048076923076923
N004107,N008166,different,0.18019480519480519,0.1240086517664023
N002590,N002591,same,0.9423558897243107,0.9221698113207547
N005119,N005121,same,0.6753585397653195,0.662291169451074
N002826,N007185,different,0.1345646437994723,0.08917197452229299
N009349,N009350,same,0.9521072796934866,0.9259896729776248
N003121,N005007,different,0.16003249390739235,0.10101010101010101
N002947,N003566,different,0.10521885521885523,0.06864988558352403
N000485,N000488,same,0.8515463917525773,0.8037383177570093
N004349,N011691,different,0.4590780809031044,0.37582236842105265
N011281,N011282,same,0.71712158808933,0.7072625698324022
N003865,N009372,different,0.18712955122777308,0.12316715542521994
N001198,N010109,different,0.4680073126142596,0.34129429892141755
N011975,N011976,same,0.6637426900584795,0.6441136671177267
N006419,N007183,different,0.12845528455284552,0.08552631578947369
N010407,N010605,different,0.2811594202898551,0.2069408740359897
N009079,N010570,different,0.4885654885654886,0.419234360410831
N001415,N006560,different,0.4164904862579281,0.3245214220601641
N001653,N001654,same,0.6506550218340611,0.6342780026990553
N003355,N003823,different,0.1415168100078186,0.08856345885634588
N000355,N005276,different,0.40498442367601245,0.31689497716894977
N007573,N007574,same,0.40279394644935973,0.381151832460733
N007999,N008002,same,0.9478584729981379,0.9449225473321858
N007057,N010814,different,0.11323896752706078,0.07261724659606657
N000264,N009708,different,0.3069908814589666,0.21621621621621623
N008825,N008828,same,0.5863874345549738,0.5602409638554217
N001284,N006893,different,0.23678493845039827,0.15446650124069478
N011033,N011035,same,0.9579207920792079,0.9484536082474226
N004348,N004349,same,0.48419721871049304,0.459837019790454
N004177,N010930,different,0.29854096520763185,0.1819021237303786
N003845,N003847,same,0.6493212669683258,0.6434426229508197
N004106,N004107,same,0.26507177033492824,0.24424778761061947
N007911,N009413,different,0.26445086705202314,0.19771863117870722
N001010,N001011,same,0.33539731682146545,0.31152073732718893
N009213,N010572,different,0.19021739130434784,0.1309408341416101
N006364,N006366,same,0.26842837273991654,0.24552429667519182
N001447,N003703,different,0.25990675990675993,0.18334985133795836
N009727,N010185,different,0.19600591715976332,0.12132822477650064
N000605,N002652,different,0.2547085201793722,0.16591251885369532
N004016,N004017,same,0.2396593673965937,0.2163677130044843
N010689,N011576,different,0.1636675235646958,0.10785824345146379
N001733,N001734,same,0.7892156862745098,0.7242152466367713
N004845,N007461,different,0.17208564631245044,0.11422564821303434
N010880,N010881,same,0.8116343490304709,0.8137128072445019
N000498,N001176,different,0.31560283687943264,0.2137862137862138
N001285,N003729,different,0.1801363193768257,0.12157534246575342
N006173,N008196,different,0.3157894736842105,0.21017907634307256
N008110,N009707,different,0.4619718309859155,0.37448559670781895
N007193,N010619,different,0.48372093023255813,0.42094240837696334
N000561,N003679,different,0.47549909255898365,0.3860062893081761
N003026,N003027,same,0.6368876080691642,0.6213333333333333
N004552,N004553,same,0.736318407960199,0.7147102526002972
N007647,N009169,different,0.4495798319327731,0.38468720821662
N005744,N010823,different,0.4155154091392136,0.3336448598130841
N001880,N002772,different,0.17545304777594728,0.11612426035502958
N003351,N006982,different,0.19339622641509435,0.13029045643153528
N006591,N011935,different,0.4,0.26937618147448017
N008482,N010584,different,0.31573033707865167,0.2011173184357542
N005814,N006544,different,0.14520098441345364,0.09236363636363637
N006622,N006638,different,0.14800759013282733,0.09956709956709957
N008603,N010598,different,0.1817427385892116,0.12324723247232472
N000753,N000755,same,0.9080459770114943,0.8880407124681934
N006153,N009437,different,0.46061269146608314,0.3652924256951103
N002548,N010207,different,0.5004721435316336,0.37004754358161646
N004026,N010431,different,0.3073286052009456,0.2094188376753507
N000339,N002440,different,0.2813333333333333,0.195852534562212
N000964,N008611,different,0.4139004149377593,0.3203266787658802
N001833,N004195,different,0.4462025316455696,0.3540315106580167
N001282,N004950,different,0.13647642679900746,0.08916728076639646
N000030,N009868,different,0.2734839476813318,0.19384615384615383
N001010,N004708,different,0.47297297297297297,0.4009216589861751
N000566,N008517,different,0.20811808118081182,0.1288265306122449
N011092,N011095,same,0.7177777777777777,0.7057057057057057
N001983,N009014,different,0.2585499316005472,0.17894736842105263
N005044,N005045,same,0.9385245901639344,0.9352380952380952
N003201,N003203,same,1.0,1.0
N000238,N001915,different,0.34460887949260044,0.2319721980886186
N000461,N004754,different,0.5113230035756854,0.4434876210979548
N000135,N010890,different,0.1501766784452297,0.10127591706539076
N011414,N011759,different,0.29046898638426627,0.2170439414114514
N003751,N007825,different,0.2316546762589928,0.15260545905707196
N006774,N009531,different,0.5340393343419062,0.43524699599465955
N000516,N006620,different,0.236328125,0.16666666666666666
N004325,N004949,different,0.3015006821282401,0.21800947867298578
N000557,N004353,different,0.27434679334916867,0.18044354838709678
N000286,N008208,different,0.4939422180801491,0.400974025974026
N002691,N010535,different,0.511,0.4270557029177719
N000490,N006570,different,0.4094094094094094,0.3246753246753247
N005692,N009368,different,0.13901760889712697,0.09243697478991597
N006324,N006325,same,0.6141732283464567,0.6014492753623188
N004951,N011682,different,0.4606116774791474,0.3507521773555028
N010982,N010985,same,0.6755196304849884,0.6571125265392781
N009834,N009835,same,0.5942947702060222,0.5618479880774963
N003500,N003501,same,0.686030428769018,0.6730523627075351
N010499,N011269,different,0.11471103327495621,0.07827476038338659
N005257,N010502,different,0.1681614349775785,0.1089238845144357
N003920,N006487,different,0.2190082644628099,0.15201900237529692
N011834,N011835,same,0.9272445820433437,0.9122085048010974
N004364,N007454,different,0.20198675496688742,0.12928501469147893
N004158,N008744,different,0.30759493670886073,0.21451787648970747
N005771,N006045,different,0.1282051282051282,0.08852755194218609
N001865,N011525,different,0.3344632768361582,0.22065727699530516
N001362,N001363,same,0.25717321997874604,0.23084291187739464
N009863,N009866,same,0.33498145859085293,0.3139269406392694
N000175,N002508,different,0.37459978655282816,0.2515391380826737
N006545,N006546,same,0.7358943577430972,0.7348484848484849
N000215,N005986,different,0.44329896907216493,0.3798165137614679
N004433,N011613,different,0.15575079872204473,0.10410764872521247
N000064,N010912,different,0.132317562149158,0.08595988538681948
N008572,N009975,different,0.25690276110444177,0.17592592592592593
N000431,N001948,different,0.18101933216168717,0.1263823064770932
N002598,N004139,different,0.3056872037914692,0.2055063913470993
N007063,N007064,same,0.702523240371846,0.6944444444444444
N008238,N008239,same,0.6784313725490196,0.6670687575392038
N000518,N009485,different,0.1069364161849711,0.06800348735832606
N003093,N003735,different,0.1549067315490673,0.09792709077912795
N001977,N007620,different,0.1640746500777605,0.10620689655172413
N009205,N009208,same,0.4407744874715262,0.4215581643543223
N003317,N010218,different,0.244228432563791,0.17259414225941422
N006112,N006266,different,0.18212765957446808,0.12566641279512566
N003208,N003758,different,0.20112179487179488,0.1346562721474132
N008188,N008190,same,0.9682875264270613,0.9552529182879378
N003051,N011987,different,0.16003184713375795,0.10119465917076599
N001446,N004867,different,0.20610687022900764,0.1362126245847176
N000895,N009304,different,0.4654970760233918,0.39339019189765456
N000161,N010769,different,0.12019623875715454,0.08076358296622614
N003327,N003328,same,0.6530398322851153,0.6439393939393939
N008176,N010603,different,0.17096466093600765,0.12076455256298871
N001633,N001634,same,0.3454231433506045,0.3152
N004001,N007546,different,0.5445859872611465,0.46320346320346323
N000937,N000938,same,0.5454545454545454,0.5232419547079857
N008048,N008050,same,0.9397394136807817,0.9363905325443787
N004328,N008917,different,0.28193832599118945,0.20887728459530025
N004757,N008828,different,0.2967581047381546,0.20403825717321997
N005397,N005398,same,0.3233173076923077,0.29524886877828055
N001291,N007292,different,0.30021141649048627,0.20512820512820512
N007205,N007207,same,1.0,1.0
N002229,N011361,different,0.4826629680998613,0.4151898734177215
N005375,N005716,different,0.19033886085075702,0.1214017521902378
N002758,N002818,different,0.2787958115183246,0.19748858447488585
N009564,N011151,different,0.4925124792013311,0.38652482269503546
N008487,N008488,same,0.9833948339483395,0.9781144781144782
N007856,N007858,same,0.6651305683563749,0.6553191489361702
N000647,N001025,different,0.15802075019952114,0.10724431818181818
N003489,N010336,different,0.28551724137931034,0.19053254437869824
N000327,N009318,different,0.28314028314028317,0.2058165548098434
N005431,N006150,different,0.18308702791461412,0.12207602339181287
N002684,N004549,different,0.16666666666666666,0.11256354393609296
N005744,N007062,different,0.13921901528013583,0.08868501529051988
N004248,N011184,different,0.2824207492795389,0.19506172839506172
N003020,N003021,same,0.44612068965517243,0.4300100704934542
N000160,N003947,different,0.35119726339794755,0.22792022792022792
N006712,N008335,different,0.2977893368010403,0.21177802944507362
N000843,N005365,different,0.2527379949452401,0.16761768901569188
N011628,N011629,same,0.30035026269702275,0.2802547770700637
N000026,N011332,different,0.5083798882681564,0.4215686274509804
N003058,N009240,different,0.24435590969455512,0.16878612716763006
N000396,N000397,same,0.345841784989858,0.32608695652173914
N006146,N006401,different,0.18007662835249041,0.11875843454790823
N007004,N011967,different,0.29055007052186177,0.2141982864137087
N002229,N002230,same,0.44379391100702575,0.41578947368421054
N002088,N011862,different,0.38173817381738173,0.312133072407045
N004709,N004711,same,0.9357277882797732,0.9273356401384083
N001940,N002621,different,0.19047619047619047,0.12727272727272726
N004803,N004804,same,0.9240506329113924,0.915057915057915
N003748,N011207,different,0.12478632478632479,0.09041309431021044
N001623,N010411,different,0.12568306010928962,0.08243130724396336
N002821,N007053,different,0.4334016393442623,0.32894736842105265
N001977,N006802,different,0.5064676616915423,0.4202266782911944
N000993,N011320,different,0.3381770145310436,0.22580645161290322
N008784,N011076,different,0.504746835443038,0.385837193911317
N001137,N005072,different,0.21614100185528756,0.14458804523424879
N007487,N007491,same,0.4956395348837209,0.46802721088435373
N002401,N005487,different,0.3055555555555556,0.20630081300813008
N001101,N002086,different,0.20302375809935205,0.135423197492163
N004655,N010935,different,0.5132178669097539,0.40769835035349566
N004085,N004086,same,0.9545454545454546,0.9448275862068966
N003125,N003127,same,0.9476268412438625,0.9216255442670537
N001101,N001666,different,0.18412942989214176,0.13034482758620689
N001141,N001142,same,0.29271916790490343,0.2526041666666667
N006480,N008863,different,0.1140861466821886,0.08440170940170941
N000817,N011666,different,0.4732824427480916,0.35872235872235875
N000219,N003185,different,0.2919954904171364,0.19866920152091255
N001988,N006863,different,0.18020833333333333,0.12007332722273144
N009478,N009479,same,0.6497933884297521,0.6366197183098592
N001784,N005288,different,0.1599247412982126,0.10499576629974598
N001436,N002155,different,0.12123677786818551,0.07614213197969544
N006423,N011777,different,0.3098901098901099,0.20108695652173914
N006565,N006569,same,0.3220696937697994,0.2983947119924457
N003427,N006396,different,0.339568345323741,0.2247596153846154
N009745,N009848,different,0.47027972027972026,0.3728301886792453
N002762,N002765,same,0.6017699115044248,0.5826494724501758
N000065,N000124,different,0.1931637519872814,0.1270175438596491
N001140,N008945,different,0.2351294611616515,0.1522903033908388
N002973,N002974,same,0.7559322033898305,0.7302904564315352
N006774,N006775,same,0.3634686346863469,0.3316412859560068
N011429,N011433,same,0.6187845303867403,0.607
N009822,N009823,same,0.3240963855421687,0.3010033444816054
N009371,N009372,same,0.6510869565217391,0.6417322834645669
N001006,N009138,different,0.31547619047619047,0.22933333333333333
N000723,N009281,different,0.16421378776142526,0.11050102951269733
N000259,N003124,different,0.3443496801705757,0.222318339100346
N002544,N002792,different,0.4851889683350358,0.4007220216606498
N002931,N008664,different,0.3125,0.24193548387096775
N000990,N002132,different,0.4381044487427466,0.33753148614609574
N005946,N007449,different,0.20701754385964913,0.13595166163141995
N004307,N010960,different,0.30158730158730157,0.19797525309336333
N005835,N008645,different,0.48522727272727273,0.4312306101344364
N001422,N004687,different,0.3542319749216301,0.2548476454293629
N007233,N007728,different,0.13097199341021418,0.08155767817781043
N009592,N009782,different,0.33639494833524686,0.22788461538461538
N011533,N011534,same,0.5771495877502945,0.5591748099891423
N005300,N005301,same,0.9530026109660574,0.9428223844282239
N005855,N007938,different,0.2874186550976139,0.18828828828828828
N007921,N007922,same,0.5678073510773131,0.5573770491803278
N001521,N006976,different,0.4026905829596413,0.33203125
N000725,N008406,different,0.4639468690702087,0.3575510204081633
N004174,N006820,different,0.30616509926854757,0.19601040763226366
N000607,N004665,different,0.3070063694267516,0.2
N003228,N006079,different,0.289707750952986,0.20043336944745396
N010506,N010507,same,0.5650510204081632,0.5483490566037735
N010699,N010700,same,0.6171875,0.5982532751091703
N001185,N004181,different,0.34133611691022964,0.28066914498141265
N005027,N005028,same,0.9713740458015268,0.9584055459272097
N001758,N009092,different,0.24372230428360414,0.15267175572519084
N002928,N003582,different,0.1431906614785992,0.09480337078651685
N003050,N008741,different,0.48210526315789476,0.40222428174235403
N004158,N011487,different,0.2707253886010363,0.18819599109131402
N000139,N007621,different,0.25866336633663367,0.18622174381054898
N007036,N007038,same,0.38613861386138615,0.3448275862068966
N002201,N002648,different,0.2662857142857143,0.18155339805825244
N000003,N000843,different,0.4891089108910891,0.4120734908136483
N007190,N008966,different,0.3262316910785619,0.21651785714285715
N010033,N010034,same,0.9725776965265083,0.96
N005989,N005990,same,0.6188850967007964,0.6045548654244306
N002242,N004023,different,0.2717241379310345,0.19494584837545126
N000443,N004578,different,0.1203125,0.07654836464857341
N005743,N005744,same,0.4048165137614679,0.39167556029882605
N003903,N006662,different,0.16193656093489148,0.10835214446952596
N011033,N011036,same,0.5767835550181378,0.5548172757475083
N006643,N006644,same,0.36608187134502923,0.3488372093023256
N003720,N006775,different,0.29102167182662536,0.2016348773841962
N003418,N007053,different,0.25701357466063346,0.1809672386895476
N003804,N005139,different,0.15928369462770972,0.10762711864406779
N002540,N007668,different,0.15517241379310345,0.10278207109737249
N008366,N008369,same,0.9534246575342465,0.948905109489051
N010742,N010743,same,0.5684647302904564,0.5395858708891595
N004746,N004760,different,0.33365384615384613,0.22432859399684044
N007368,N009303,different,0.41214057507987223,0.33364928909952607
N007396,N007397,same,0.97,0.9565217391304348
N001143,N009969,different,0.37883597883597886,0.3008356545961003
N002468,N002469,same,0.942367601246106,0.9312762973352033
N007220,N011663,different,0.23669724770642203,0.1592
N005926,N007181,different,0.28746928746928746,0.1943866943866944
N003437,N005168,different,0.11633663366336634,0.07663690476190477
N000355,N000372,different,0.2097902097902098,0.13410483321987746
N010682,N010683,same,0.9470672389127325,0.9433249370277078
N004567,N008956,different,0.33373205741626794,0.22664015904572565
N008093,N008094,same,0.4512893982808023,0.4348404255319149
N004447,N004449,same,0.4202586206896552,0.3826429980276134
N001475,N004007,different,0.20824742268041238,0.13515115589804386
N001138,N009030,different,0.16310845431255339,0.11360123647604328
N004140,N010723,different,0.452286282306163,0.3452685421994885
N007477,N007828,different,0.46493756003842457,0.37761069340016706
N008284,N009896,different,0.2712895377128954,0.1698880976602238
N006759,N008551,different,0.1996527777777778,0.14442700156985872
N004856,N010634,different,0.4325068870523416,0.35525260625501204
N003022,N010880,different,0.18191161356628982,0.11528150134048257
N001271,N001372,different,0.26854219948849106,0.18921892189218922
N002952,N006725,different,0.318233295583239,0.21734985700667303
N009630,N010560,different,0.3931297709923664,0.3105175292153589
N002342,N008733,different,0.17774762550881953,0.1269276393831554
N002631,N007528,different,0.21368948247078465,0.14962962962962964
N002957,N003701,different,0.21443514644351463,0.1425959780621572
N011515,N011516,same,0.4875,0.4614499424626007
N004013,N005436,different,0.15793650793650793,0.10759493670886076
N010144,N010145,same,0.9652173913043478,0.9516129032258065
N004509,N004511,same,0.7271714922048997,0.7272727272727273
N003868,N011674,different,0.3176638176638177,0.22031823745410037
N008357,N009838,different,0.26394052044609667,0.1836734693877551
N005241,N005242,same,0.9347408829174664,0.9253996447602132
N008230,N009234,different,0.12997562956945571,0.08959537572254335
N000666,N000923,different,0.13784246575342465,0.08404009252120277
N003267,N005780,different,0.2984165651644336,0.20893970893970895
N001044,N001720,different,0.18088467614533965,0.12089447938504543
N011522,N011523,same,0.6775956284153005,0.6583229036295369
N009330,N010526,different,0.3217821782178218,0.21287642782969884
N003319,N008808,different,0.4562268803945746,0.3795379537953795
N006178,N006182,same,0.42502951593860683,0.4117647058823529
N002814,N005953,different,0.24766355140186916,0.18030513176144244
N007615,N007616,same,0.7402135231316725,0.7354211663066955
N007876,N007877,same,0.4837662337662338,0.4744094488188976
N004729,N004730,same,0.590032154340836,0.5521936459909228
N005862,N006116,different,0.5501760563380281,0.4254843517138599
N000562,N005787,different,0.15819209039548024,0.09746109746109746
N007575,N009140,different,0.11769911504424779,0.08051529790660225
N011000,N011001,same,0.3488372093023256,0.3132387706855792
N006167,N009175,different,0.3001230012300123,0.2102510460251046
N004662,N009916,different,0.18887908208296558,0.12998405103668262
N010431,N010432,same,0.946524064171123,0.9476268412438625
N001509,N001510,same,0.630965005302227,0.6245210727969349
N000737,N002287,different,0.2745995423340961,0.17568850902184235
N001764,N001765,same,0.6166419019316494,0.59366391184573
N004877,N006275,different,0.360427807486631,0.23365300784655624
N002351,N006165,different,0.36807817589576547,0.30455868089233756
N009140,N009547,different,0.46366782006920415,0.3684603886397608
N007104,N007105,same,0.9669603524229075,0.950920245398773
N000463,N000465,same,0.7317676143386898,0.7262443438914027
N001124,N011201,different,0.27357392316647267,0.19257773319959878
N004151,N010614,different,0.5384615384615384,0.439453125
N003957,N007645,different,0.28603603603603606,0.18926553672316385
N003941,N009735,different,0.18498023715415018,0.12159329140461216
N000647,N008088,different,0.12622222222222224,0.08688656476267095
N002017,N005475,different,0.48206071757129715,0.35968992248062015
N000323,N006510,different,0.3251366120218579,0.22588235294117648
N008539,N008542,same,0.40736342042755347,0.38309549945115257
N002578,N006004,different,0.5057712486883525,0.42630597014925375
N001918,N002086,different,0.2222222222222222,0.14129810453762207
N002507,N002508,same,0.9418070444104135,0.930939226519337
N001934,N011090,different,0.3920398009950249,0.301464254952627
N004269,N011588,different,0.2852941176470588,0.21052631578947367
N005629,N006728,different,0.19900142653352354,0.13030116779348494
N008009,N008010,same,0.39145496535796764,0.3681434599156118
N009840,N009841,same,0.4219001610305958,0.39457831325301207
