notice_id_a,notice_id_b,label,true_similarity,retrieved,candidate_count,similarity_bin
N003450,N006996,different,0.1618075801749271,False,3,"[0.1, 0.2)"
N004410,N006730,different,0.10084033613445378,False,2,"[0.1, 0.2)"
N006041,N011988,different,0.10436270316509838,False,6,"[0.1, 0.2)"
N004913,N010317,different,0.2316849816849817,False,1,"[0.2, 0.3)"
N007995,N007997,same,0.6069057104913679,False,1,"[0.6, 0.7)"
N001334,N006274,different,0.12342007434944238,False,48,"[0.1, 0.2)"
N004939,N011284,different,0.08243451463790447,False,105,"[0.0, 0.1)"
N005634,N006584,different,0.19083969465648856,False,0,"[0.1, 0.2)"
N003301,N003302,same,0.5970654627539503,True,1,"[0.5, 0.6)"
N002267,N010375,different,0.20502645502645503,False,3,"[0.2, 0.3)"
N003158,N007300,different,0.16962962962962963,False,0,"[0.1, 0.2)"
N002085,N007988,different,0.20388349514563106,False,0,"[0.2, 0.3)"
N001118,N001120,same,0.9428934010152284,True,4,"[0.9, 1.01)"
N000030,N006079,different,0.214123006833713,False,1,"[0.2, 0.3)"
N005137,N009628,different,0.208803611738149,False,2,"[0.2, 0.3)"
N004055,N008225,different,0.09141494435612083,False,0,"[0.0, 0.1)"
N001879,N004065,different,0.130879345603272,False,5,"[0.1, 0.2)"
N000486,N011101,different,0.23803967327887982,False,5,"[0.2, 0.3)"
N007430,N010330,different,0.3967741935483871,False,7,"[0.3, 0.4)"
N006041,N009700,different,0.3621301775147929,False,6,"[0.3, 0.4)"
N000297,N003849,different,0.11526946107784432,False,11,"[0.1, 0.2)"
N003611,N007188,different,0.19517543859649122,False,0,"[0.1, 0.2)"
N009978,N009979,same,0.4592445328031809,False,6,"[0.4, 0.5)"
N001022,N001023,same,0.6304118268215417,False,0,"[0.6, 0.7)"
N001629,N005005,different,0.15637860082304528,False,1,"[0.1, 0.2)"
N002923,N007247,different,0.11882605583392986,False,63,"[0.1, 0.2)"
N003164,N009587,different,0.12752858399296393,False,3,"[0.1, 0.2)"
N006832,N010598,different,0.1471550032701112,False,133,"[0.1, 0.2)"
N006511,N006512,same,0.6310380267214799,False,0,"[0.6, 0.7)"
N002304,N009060,different,0.09375,False,268,"[0.0, 0.1)"
N002106,N006701,different,0.22254901960784312,False,3,"[0.2, 0.3)"
N006856,N006857,same,0.6272727272727273,True,11,"[0.6, 0.7)"
N003821,N009085,different,0.4268041237113402,False,109,"[0.4, 0.5)"
N004522,N009816,different,0.455026455026455,False,36,"[0.4, 0.5)"
N008514,N008515,same,0.43777777777777777,True,1,"[0.4, 0.5)"
N008382,N009718,different,0.0830945558739255,False,350,"[0.0, 0.1)"
N005805,N011332,different,0.406496062992126,False,234,"[0.4, 0.5)"
N004216,N004699,different,0.203579418344519,False,1,"[0.2, 0.3)"
N001432,N008873,different,0.3312252964426877,False,8,"[0.3, 0.4)"
N002149,N003382,different,0.08014911463187326,False,0,"[0.0, 0.1)"
N004731,N009345,different,0.3355408388520971,False,279,"[0.3, 0.4)"
N002163,N002307,different,0.31194151096669376,False,0,"[0.3, 0.4)"
N002952,N008752,different,0.23059360730593606,False,5,"[0.2, 0.3)"
N000745,N005843,different,0.19285714285714287,False,7,"[0.1, 0.2)"
N005260,N011019,different,0.07398373983739838,False,324,"[0.0, 0.1)"
N002299,N009882,different,0.08808290155440414,False,4,"[0.0, 0.1)"
N002171,N005867,different,0.14612676056338028,False,0,"[0.1, 0.2)"
N005334,N007457,different,0.20728008088978767,False,0,"[0.2, 0.3)"
N005304,N005305,same,0.8866242038216561,True,3,"[0.8, 0.9)"
N005134,N005135,same,0.6097318768619663,False,22,"[0.6, 0.7)"
N000982,N005390,different,0.2252922422954304,False,1,"[0.2, 0.3)"
N002992,N009046,different,0.35857267188859876,False,14,"[0.3, 0.4)"
N000628,N000633,same,0.3333333333333333,False,5,"[0.3, 0.4)"
N000573,N006170,different,0.10406091370558376,False,87,"[0.1, 0.2)"
N010406,N010408,same,0.9776119402985075,True,2,"[0.9, 1.01)"
N002446,N002447,same,0.6553133514986376,True,90,"[0.6, 0.7)"
N000735,N001335,different,0.382032667876588,False,173,"[0.3, 0.4)"
N008238,N011480,different,0.33168805528134254,False,1,"[0.3, 0.4)"
N000321,N000443,different,0.08364661654135339,False,16,"[0.0, 0.1)"
N007541,N007546,same,0.2976313079299691,False,3,"[0.2, 0.3)"
N002683,N007848,different,0.09120788824979457,False,46,"[0.0, 0.1)"
N009983,N009985,same,0.25332068311195444,False,4,"[0.2, 0.3)"
N007568,N007570,same,0.42424242424242425,False,4,"[0.4, 0.5)"
N005448,N005962,different,0.20883054892601433,False,0,"[0.2, 0.3)"
N004767,N004768,same,0.9004329004329005,True,5,"[0.9, 1.01)"
N007023,N007916,different,0.3330702446724546,False,9,"[0.3, 0.4)"
N000315,N000316,same,0.5470383275261324,False,34,"[0.5, 0.6)"
N001578,N002947,different,0.12775616083009078,False,28,"[0.1, 0.2)"
N009857,N010711,different,0.22608695652173913,False,1,"[0.2, 0.3)"
N002290,N003634,different,0.37913299044819987,False,89,"[0.3, 0.4)"
N011438,N011440,same,0.6671035386631717,False,1,"[0.6, 0.7)"
N010035,N011646,different,0.22802197802197802,False,0,"[0.2, 0.3)"
N001295,N001296,same,0.6604527296937417,True,2,"[0.6, 0.7)"
N005825,N010265,different,0.20545073375262055,False,3,"[0.2, 0.3)"
N002351,N005508,different,0.3617363344051447,False,5,"[0.3, 0.4)"
N011075,N011077,same,0.9341935483870968,True,3,"[0.9, 1.01)"
N011335,N011336,same,0.4023109243697479,False,10,"[0.4, 0.5)"
N000514,N011152,different,0.3470817120622568,False,5,"[0.3, 0.4)"
N010762,N010766,same,0.9219858156028369,True,8,"[0.9, 1.01)"
N001314,N003288,different,0.3825065274151436,False,0,"[0.3, 0.4)"
N001403,N001405,same,0.21847930702598653,False,193,"[0.2, 0.3)"
N010389,N010391,same,0.8616071428571429,True,1,"[0.8, 0.9)"
N001258,N001261,same,0.9384835479256081,True,13,"[0.9, 1.01)"
N003574,N011053,different,0.3339622641509434,False,23,"[0.3, 0.4)"
N001484,N005371,different,0.29260182876142976,False,243,"[0.2, 0.3)"
N005426,N005427,same,0.9186046511627907,True,1,"[0.9, 1.01)"
N008443,N010211,different,0.1276595744680851,False,2,"[0.1, 0.2)"
N005517,N011613,different,0.08318098720292505,False,255,"[0.0, 0.1)"
N005828,N010514,different,0.08676789587852494,False,10,"[0.0, 0.1)"
N011154,N011156,same,0.6539923954372624,False,124,"[0.6, 0.7)"
N002595,N003310,different,0.17681498829039813,False,2,"[0.1, 0.2)"
N008630,N011336,different,0.4435483870967742,False,86,"[0.4, 0.5)"
N004951,N008794,different,0.29866888519134777,False,26,"[0.2, 0.3)"
N000391,N004186,different,0.3363028953229399,False,4,"[0.3, 0.4)"
N000166,N008677,different,0.20342396777442096,False,5,"[0.2, 0.3)"
N009154,N011317,different,0.22455403987408185,False,0,"[0.2, 0.3)"
N002589,N009612,different,0.32831001076426264,False,92,"[0.3, 0.4)"
N008268,N009916,different,0.32545454545454544,False,4,"[0.3, 0.4)"
N002316,N002317,same,0.49601063829787234,False,11,"[0.4, 0.5)"
N006596,N011033,different,0.1201885310290652,False,1,"[0.1, 0.2)"
N010106,N010107,same,0.3879120879120879,False,60,"[0.3, 0.4)"
N008409,N008410,same,0.9426934097421203,True,1,"[0.9, 1.01)"
N001937,N007430,different,0.3712737127371274,False,61,"[0.3, 0.4)"
N000078,N006886,different,0.20266666666666666,False,0,"[0.2, 0.3)"
N010999,N011001,same,0.32802937576499386,False,1,"[0.3, 0.4)"
N001357,N010788,different,0.20168067226890757,False,2,"[0.2, 0.3)"
N000906,N011149,different,0.2484076433121019,False,1,"[0.2, 0.3)"
N003435,N009318,different,0.2224231464737794,False,0,"[0.2, 0.3)"
N002916,N004445,different,0.1953125,False,1,"[0.1, 0.2)"
N003770,N011367,different,0.2438692098092643,False,0,"[0.2, 0.3)"
N010980,N010981,same,0.6575729068673566,True,135,"[0.6, 0.7)"
N005040,N005041,same,0.922365988909427,True,2,"[0.9, 1.01)"
N008937,N008938,same,0.22748815165876776,False,1,"[0.2, 0.3)"
N002071,N006588,different,0.11220715166461159,False,73,"[0.1, 0.2)"
N010261,N011914,different,0.34375,False,76,"[0.3, 0.4)"
N000670,N000671,same,0.9152798789712556,True,1,"[0.9, 1.01)"
N000489,N007029,different,0.23224043715846995,False,0,"[0.2, 0.3)"
N007633,N010942,different,0.17100371747211895,False,1,"[0.1, 0.2)"
N005243,N006569,different,0.10232158211521926,False,3,"[0.1, 0.2)"
N001083,N001567,different,0.1926006528835691,False,2,"[0.1, 0.2)"
N000282,N006591,different,0.20679012345679013,False,4,"[0.2, 0.3)"
N003362,N003364,same,0.9781818181818182,True,2,"[0.9, 1.01)"
N005927,N008816,different,0.3916827852998066,False,57,"[0.3, 0.4)"
N001289,N001291,same,0.2601410934744268,False,125,"[0.2, 0.3)"
N005231,N005232,same,0.9401088929219601,True,1,"[0.9, 1.01)"
N003835,N003837,same,0.7358870967741935,True,4,"[0.7, 0.8)"
N004167,N005115,different,0.3877338877338877,False,265,"[0.3, 0.4)"
N002040,N003281,different,0.2037914691943128,False,6,"[0.2, 0.3)"
N002605,N010853,different,0.3581081081081081,False,5,"[0.3, 0.4)"
N011139,N011793,different,0.1210149642160052,False,7,"[0.1, 0.2)"
N001458,N002506,different,0.1832579185520362,False,0,"[0.1, 0.2)"
N007148,N011853,different,0.41452205882352944,False,42,"[0.4, 0.5)"
N001791,N008583,different,0.3253128007699711,False,19,"[0.3, 0.4)"
N008993,N008995,same,0.9135593220338983,True,2,"[0.9, 1.01)"
N004043,N004218,different,0.2943969610636277,False,107,"[0.2, 0.3)"
N011601,N011603,same,0.8963317384370016,True,2,"[0.8, 0.9)"
N002945,N010292,different,0.15384615384615385,False,438,"[0.1, 0.2)"
N006385,N011130,different,0.3081510934393638,False,11,"[0.3, 0.4)"
N006764,N009477,different,0.33043478260869563,False,23,"[0.3, 0.4)"
N004409,N011892,different,0.17785977859778598,False,0,"[0.1, 0.2)"
N000023,N002700,different,0.2906057945566286,False,41,"[0.2, 0.3)"
N001669,N003264,different,0.2,False,1,"[0.2, 0.3)"
N002831,N008460,different,0.11342155009451796,False,2,"[0.1, 0.2)"
N004184,N005163,different,0.1111111111111111,False,143,"[0.1, 0.2)"
N009665,N011482,different,0.07381615598885793,False,0,"[0.0, 0.1)"
N000340,N009553,different,0.083668543845535,False,426,"[0.0, 0.1)"
N002043,N008828,different,0.1812015503875969,False,1,"[0.1, 0.2)"
N003466,N003469,same,0.6008771929824561,False,7,"[0.6, 0.7)"
N005064,N005067,same,0.6961620469083155,False,277,"[0.6, 0.7)"
N000030,N007467,different,0.1965484180249281,False,1,"[0.1, 0.2)"
N011900,N011901,same,0.5529225908372828,False,1,"[0.5, 0.6)"
N006901,N008943,different,0.21421520236920039,False,0,"[0.2, 0.3)"
N003415,N005750,different,0.11263972484952708,False,34,"[0.1, 0.2)"
N005350,N005352,same,0.3625,False,6,"[0.3, 0.4)"
N007614,N008823,different,0.1203155818540434,False,22,"[0.1, 0.2)"
N004333,N008255,different,0.19840566873339238,False,0,"[0.1, 0.2)"
N009495,N009521,different,0.1274438812454743,False,2,"[0.1, 0.2)"
N006462,N006463,same,0.9363507779349364,True,1,"[0.9, 1.01)"
N001629,N008262,different,0.2607003891050584,False,1,"[0.2, 0.3)"
N002516,N010795,different,0.22799295774647887,False,4,"[0.2, 0.3)"
N006622,N006623,same,0.7529691211401425,True,7,"[0.7, 0.8)"
N010081,N010082,same,0.669750231267345,True,1,"[0.6, 0.7)"
N007560,N007561,same,0.6006637168141593,True,343,"[0.6, 0.7)"
N005941,N006998,different,0.3982725527831094,False,80,"[0.3, 0.4)"
N004062,N004438,different,0.18457943925233644,False,4,"[0.1, 0.2)"
N000990,N002973,different,0.09588068181818182,False,3,"[0.0, 0.1)"
N008321,N008641,different,0.34025717111770526,False,3,"[0.3, 0.4)"
N008561,N008562,same,0.6794871794871795,True,1,"[0.6, 0.7)"
N001360,N001361,same,0.951417004048583,True,2,"[0.9, 1.01)"
N008993,N008994,same,0.9581881533101045,True,2,"[0.9, 1.01)"
N005108,N005109,same,0.737417943107221,True,15,"[0.7, 0.8)"
N001983,N001984,same,0.5605442176870749,False,0,"[0.5, 0.6)"
N006038,N009049,different,0.12142857142857143,False,0,"[0.1, 0.2)"
N001413,N007076,different,0.2020304568527919,False,3,"[0.2, 0.3)"
N005772,N005776,same,0.3068181818181818,False,4,"[0.3, 0.4)"
N000237,N009075,different,0.36626506024096384,False,3,"[0.3, 0.4)"
N011043,N011048,same,0.2434108527131783,False,439,"[0.2, 0.3)"
N004742,N006981,different,0.19781420765027322,False,1,"[0.1, 0.2)"
N004801,N004802,same,0.5560640732265446,False,35,"[0.5, 0.6)"
N003994,N003995,same,0.21367521367521367,False,4,"[0.2, 0.3)"
N000643,N009675,different,0.3831948291782087,False,225,"[0.3, 0.4)"
N006086,N006087,same,0.9256756756756757,True,2,"[0.9, 1.01)"
N000266,N010102,different,0.24754901960784315,False,5,"[0.2, 0.3)"
N005028,N009701,different,0.23785166240409208,False,1,"[0.2, 0.3)"
N009670,N009671,same,0.94,True,2,"[0.9, 1.01)"
N001005,N001804,different,0.3717605004468275,False,195,"[0.3, 0.4)"
N005314,N010609,different,0.37988422575976843,False,37,"[0.3, 0.4)"
N000417,N000419,same,0.9350490196078431,True,3,"[0.9, 1.01)"
N011041,N011048,same,0.22575640031031807,False,407,"[0.2, 0.3)"
N000992,N001435,different,0.2048076923076923,False,36,"[0.2, 0.3)"
N004107,N008166,different,0.1240086517664023,False,9,"[0.1, 0.2)"
N002590,N002591,same,0.9221698113207547,True,1,"[0.9, 1.01)"
N005119,N005121,same,0.662291169451074,True,3,"[0.6, 0.7)"
N002826,N007185,different,0.08917197452229299,False,4,"[0.0, 0.1)"
N009349,N009350,same,0.9259896729776248,True,1,"[0.9, 1.01)"
N003121,N005007,different,0.10101010101010101,False,4,"[0.1, 0.2)"
N002947,N003566,different,0.06864988558352403,False,180,"[0.0, 0.1)"
N000485,N000488,same,0.8037383177570093,True,5,"[0.8, 0.9)"
N004349,N011691,different,0.37582236842105265,False,314,"[0.3, 0.4)"
N011281,N011282,same,0.7072625698324022,True,1,"[0.7, 0.8)"
N003865,N009372,different,0.12316715542521994,False,13,"[0.1, 0.2)"
N001198,N010109,different,0.34129429892141755,False,7,"[0.3, 0.4)"
N011975,N011976,same,0.6441136671177267,False,2,"[0.6, 0.7)"
N006419,N007183,different,0.08552631578947369,False,292,"[0.0, 0.1)"
N010407,N010605,different,0.2069408740359897,False,2,"[0.2, 0.3)"
N009079,N010570,different,0.419234360410831,False,178,"[0.4, 0.5)"
N001415,N006560,different,0.3245214220601641,False,16,"[0.3, 0.4)"
N001653,N001654,same,0.6342780026990553,True,242,"[0.6, 0.7)"
N003355,N003823,different,0.08856345885634588,False,3,"[0.0, 0.1)"
N000355,N005276,different,0.31689497716894977,False,2,"[0.3, 0.4)"
N007573,N007574,same,0.381151832460733,False,1,"[0.3, 0.4)"
N007999,N008002,same,0.9449225473321858,True,2,"[0.9, 1.01)"
N007057,N010814,different,0.07261724659606657,False,222,"[0.0, 0.1)"
N000264,N009708,different,0.21621621621621623,False,0,"[0.2, 0.3)"
N008825,N008828,same,0.5602409638554217,False,120,"[0.5, 0.6)"
N001284,N006893,different,0.15446650124069478,False,78,"[0.1, 0.2)"
N011033,N011035,same,0.9484536082474226,True,210,"[0.9, 1.01)"
N004348,N004349,same,0.459837019790454,False,2,"[0.4, 0.5)"
N004177,N010930,different,0.1819021237303786,False,3,"[0.1, 0.2)"
N003845,N003847,same,0.6434426229508197,False,0,"[0.6, 0.7)"
N004106,N004107,same,0.24424778761061947,False,95,"[0.2, 0.3)"
N007911,N009413,different,0.19771863117870722,False,3,"[0.1, 0.2)"
N001010,N001011,same,0.31152073732718893,False,129,"[0.3, 0.4)"
N009213,N010572,different,0.1309408341416101,False,73,"[0.1, 0.2)"
N006364,N006366,same,0.24552429667519182,False,0,"[0.2, 0.3)"
N001447,N003703,different,0.18334985133795836,False,1,"[0.1, 0.2)"
N009727,N010185,different,0.12132822477650064,False,474,"[0.1, 0.2)"
N000605,N002652,different,0.16591251885369532,False,0,"[0.1, 0.2)"
N004016,N004017,same,0.2163677130044843,False,11,"[0.2, 0.3)"
N010689,N011576,different,0.10785824345146379,False,49,"[0.1, 0.2)"
N001733,N001734,same,0.7242152466367713,True,1,"[0.7, 0.8)"
N004845,N007461,different,0.11422564821303434,False,106,"[0.1, 0.2)"
N010880,N010881,same,0.8137128072445019,True,7,"[0.8, 0.9)"
N000498,N001176,different,0.2137862137862138,False,0,"[0.2, 0.3)"
N001285,N003729,different,0.12157534246575342,False,20,"[0.1, 0.2)"
N006173,N008196,different,0.21017907634307256,False,3,"[0.2, 0.3)"
N008110,N009707,different,0.37448559670781895,False,11,"[0.3, 0.4)"
N007193,N010619,different,0.42094240837696334,False,33,"[0.4, 0.5)"
N000561,N003679,different,0.3860062893081761,False,41,"[0.3, 0.4)"
N003026,N003027,same,0.6213333333333333,True,2,"[0.6, 0.7)"
N004552,N004553,same,0.7147102526002972,True,1,"[0.7, 0.8)"
N007647,N009169,different,0.38468720821662,False,27,"[0.3, 0.4)"
N005744,N010823,different,0.3336448598130841,False,3,"[0.3, 0.4)"
N001880,N002772,different,0.11612426035502958,False,356,"[0.1, 0.2)"
N003351,N006982,different,0.13029045643153528,False,18,"[0.1, 0.2)"
N006591,N011935,different,0.26937618147448017,False,0,"[0.2, 0.3)"
N008482,N010584,different,0.2011173184357542,False,2,"[0.2, 0.3)"
N005814,N006544,different,0.09236363636363637,False,70,"[0.0, 0.1)"
N006622,N006638,different,0.09956709956709957,False,7,"[0.0, 0.1)"
N008603,N010598,different,0.12324723247232472,False,35,"[0.1, 0.2)"
N000753,N000755,same,0.8880407124681934,True,2,"[0.8, 0.9)"
N006153,N009437,different,0.3652924256951103,False,6,"[0.3, 0.4)"
N002548,N010207,different,0.37004754358161646,False,4,"[0.3, 0.4)"
N004026,N010431,different,0.2094188376753507,False,1,"[0.2, 0.3)"
N000339,N002440,different,0.195852534562212,False,0,"[0.1, 0.2)"
N000964,N008611,different,0.3203266787658802,False,8,"[0.3, 0.4)"
N001833,N004195,different,0.3540315106580167,False,11,"[0.3, 0.4)"
N001282,N004950,different,0.08916728076639646,False,170,"[0.0, 0.1)"
N000030,N009868,different,0.19384615384615383,False,1,"[0.1, 0.2)"
N001010,N004708,different,0.4009216589861751,False,129,"[0.4, 0.5)"
N000566,N008517,different,0.1288265306122449,False,71,"[0.1, 0.2)"
N011092,N011095,same,0.7057057057057057,True,3,"[0.7, 0.8)"
N001983,N009014,different,0.17894736842105263,False,0,"[0.1, 0.2)"
N005044,N005045,same,0.9352380952380952,True,1,"[0.9, 1.01)"
N003201,N003203,same,1.0,True,159,"[0.9, 1.01)"
N000238,N001915,different,0.2319721980886186,False,3,"[0.2, 0.3)"
N000461,N004754,different,0.4434876210979548,False,27,"[0.4, 0.5)"
N000135,N010890,different,0.10127591706539076,False,13,"[0.1, 0.2)"
N011414,N011759,different,0.2170439414114514,False,0,"[0.2, 0.3)"
N003751,N007825,different,0.15260545905707196,False,238,"[0.1, 0.2)"
N006774,N009531,different,0.43524699599465955,False,10,"[0.4, 0.5)"
N000516,N006620,different,0.16666666666666666,False,0,"[0.1, 0.2)"
N004325,N004949,different,0.21800947867298578,False,5,"[0.2, 0.3)"
N000557,N004353,different,0.18044354838709678,False,8,"[0.1, 0.2)"
N000286,N008208,different,0.400974025974026,False,457,"[0.4, 0.5)"
N002691,N010535,different,0.4270557029177719,False,272,"[0.4, 0.5)"
N000490,N006570,different,0.3246753246753247,False,17,"[0.3, 0.4)"
N005692,N009368,different,0.09243697478991597,False,5,"[0.0, 0.1)"
N006324,N006325,same,0.6014492753623188,False,184,"[0.6, 0.7)"
N004951,N011682,different,0.3507521773555028,False,26,"[0.3, 0.4)"
N010982,N010985,same,0.6571125265392781,True,43,"[0.6, 0.7)"
N009834,N009835,same,0.5618479880774963,False,1,"[0.5, 0.6)"
N003500,N003501,same,0.6730523627075351,False,2,"[0.6, 0.7)"
N010499,N011269,different,0.07827476038338659,False,9,"[0.0, 0.1)"
N005257,N010502,different,0.1089238845144357,False,321,"[0.1, 0.2)"
N003920,N006487,different,0.15201900237529692,False,4,"[0.1, 0.2)"
N011834,N011835,same,0.9122085048010974,True,2,"[0.9, 1.01)"
N004364,N007454,different,0.12928501469147893,False,3,"[0.1, 0.2)"
N004158,N008744,different,0.21451787648970747,False,6,"[0.2, 0.3)"
N005771,N006045,different,0.08852755194218609,False,78,"[0.0, 0.1)"
N001865,N011525,different,0.22065727699530516,False,5,"[0.2, 0.3)"
N001362,N001363,same,0.23084291187739464,False,0,"[0.2, 0.3)"
N009863,N009866,same,0.3139269406392694,False,18,"[0.3, 0.4)"
N000175,N002508,different,0.2515391380826737,False,0,"[0.2, 0.3)"
N006545,N006546,same,0.7348484848484849,True,1,"[0.7, 0.8)"
N000215,N005986,different,0.3798165137614679,False,72,"[0.3, 0.4)"
N004433,N011613,different,0.10410764872521247,False,3,"[0.1, 0.2)"
N000064,N010912,different,0.08595988538681948,False,0,"[0.0, 0.1)"
N008572,N009975,different,0.17592592592592593,False,0,"[0.1, 0.2)"
N000431,N001948,different,0.1263823064770932,False,5,"[0.1, 0.2)"
N002598,N004139,different,0.2055063913470993,False,4,"[0.2, 0.3)"
N007063,N007064,same,0.6944444444444444,True,270,"[0.6, 0.7)"
N008238,N008239,same,0.6670687575392038,True,1,"[0.6, 0.7)"
N000518,N009485,different,0.06800348735832606,False,128,"[0.0, 0.1)"
N003093,N003735,different,0.09792709077912795,False,1,"[0.0, 0.1)"
N001977,N007620,different,0.10620689655172413,False,80,"[0.1, 0.2)"
N009205,N009208,same,0.4215581643543223,False,27,"[0.4, 0.5)"
N003317,N010218,different,0.17259414225941422,False,0,"[0.1, 0.2)"
N006112,N006266,different,0.12566641279512566,False,107,"[0.1, 0.2)"
N003208,N003758,different,0.1346562721474132,False,1,"[0.1, 0.2)"
N008188,N008190,same,0.9552529182879378,True,2,"[0.9, 1.01)"
N003051,N011987,different,0.10119465917076599,False,126,"[0.1, 0.2)"
N001446,N004867,different,0.1362126245847176,False,2,"[0.1, 0.2)"
N000895,N009304,different,0.39339019189765456,False,23,"[0.3, 0.4)"
N000161,N010769,different,0.08076358296622614,False,29,"[0.0, 0.1)"
N003327,N003328,same,0.6439393939393939,True,4,"[0.6, 0.7)"
N008176,N010603,different,0.12076455256298871,False,368,"[0.1, 0.2)"
N001633,N001634,same,0.3152,False,1,"[0.3, 0.4)"
N004001,N007546,different,0.46320346320346323,False,10,"[0.4, 0.5)"
N000937,N000938,same,0.5232419547079857,False,0,"[0.5, 0.6)"
N008048,N008050,same,0.9363905325443787,True,2,"[0.9, 1.01)"
N004328,N008917,different,0.20887728459530025,False,5,"[0.2, 0.3)"
N004757,N008828,different,0.20403825717321997,False,0,"[0.2, 0.3)"
N005397,N005398,same,0.29524886877828055,False,463,"[0.2, 0.3)"
N001291,N007292,different,0.20512820512820512,False,1,"[0.2, 0.3)"
N007205,N007207,same,1.0,True,3,"[0.9, 1.01)"
N002229,N011361,different,0.4151898734177215,False,242,"[0.4, 0.5)"
N005375,N005716,different,0.1214017521902378,False,129,"[0.1, 0.2)"
N002758,N002818,different,0.19748858447488585,False,37,"[0.1, 0.2)"
N009564,N011151,different,0.38652482269503546,False,4,"[0.3, 0.4)"
N008487,N008488,same,0.9781144781144782,True,1,"[0.9, 1.01)"
N007856,N007858,same,0.6553191489361702,False,3,"[0.6, 0.7)"
N000647,N001025,different,0.10724431818181818,False,2,"[0.1, 0.2)"
N003489,N010336,different,0.19053254437869824,False,0,"[0.1, 0.2)"
N000327,N009318,different,0.2058165548098434,False,1,"[0.2, 0.3)"
N005431,N006150,different,0.12207602339181287,False,96,"[0.1, 0.2)"
N002684,N004549,different,0.11256354393609296,False,37,"[0.1, 0.2)"
N005744,N007062,different,0.08868501529051988,False,3,"[0.0, 0.1)"
N004248,N011184,different,0.19506172839506172,False,2,"[0.1, 0.2)"
N003020,N003021,same,0.4300100704934542,False,20,"[0.4, 0.5)"
N000160,N003947,different,0.22792022792022792,False,3,"[0.2, 0.3)"
N006712,N008335,different,0.21177802944507362,False,2,"[0.2, 0.3)"
N000843,N005365,different,0.16761768901569188,False,269,"[0.1, 0.2)"
N011628,N011629,same,0.2802547770700637,False,106,"[0.2, 0.3)"
N000026,N011332,different,0.4215686274509804,False,3,"[0.4, 0.5)"
N003058,N009240,different,0.16878612716763006,False,5,"[0.1, 0.2)"
N000396,N000397,same,0.32608695652173914,False,32,"[0.3, 0.4)"
N006146,N006401,different,0.11875843454790823,False,38,"[0.1, 0.2)"
N007004,N011967,different,0.2141982864137087,False,5,"[0.2, 0.3)"
N002229,N002230,same,0.41578947368421054,False,242,"[0.4, 0.5)"
N002088,N011862,different,0.312133072407045,False,44,"[0.3, 0.4)"
N004709,N004711,same,0.9273356401384083,True,6,"[0.9, 1.01)"
N001940,N002621,different,0.12727272727272726,False,18,"[0.1, 0.2)"
N004803,N004804,same,0.915057915057915,True,1,"[0.9, 1.01)"
N003748,N011207,different,0.09041309431021044,False,1,"[0.0, 0.1)"
N001623,N010411,different,0.08243130724396336,False,149,"[0.0, 0.1)"
N002821,N007053,different,0.32894736842105265,False,4,"[0.3, 0.4)"
N001977,N006802,different,0.4202266782911944,False,80,"[0.4, 0.5)"
N000993,N011320,different,0.22580645161290322,False,37,"[0.2, 0.3)"
N008784,N011076,different,0.385837193911317,False,54,"[0.3, 0.4)"
N001137,N005072,different,0.14458804523424879,False,0,"[0.1, 0.2)"
N007487,N007491,same,0.46802721088435373,False,2,"[0.4, 0.5)"
N002401,N005487,different,0.20630081300813008,False,3,"[0.2, 0.3)"
N001101,N002086,different,0.135423197492163,False,51,"[0.1, 0.2)"
N004655,N010935,different,0.40769835035349566,False,11,"[0.4, 0.5)"
N004085,N004086,same,0.9448275862068966,True,2,"[0.9, 1.01)"
N003125,N003127,same,0.9216255442670537,True,2,"[0.9, 1.01)"
N001101,N001666,different,0.13034482758620689,False,51,"[0.1, 0.2)"
N001141,N001142,same,0.2526041666666667,False,2,"[0.2, 0.3)"
N006480,N008863,different,0.08440170940170941,False,55,"[0.0, 0.1)"
N000817,N011666,different,0.35872235872235875,False,3,"[0.3, 0.4)"
N000219,N003185,different,0.19866920152091255,False,4,"[0.1, 0.2)"
N001988,N006863,different,0.12007332722273144,False,0,"[0.1, 0.2)"
N009478,N009479,same,0.6366197183098592,False,243,"[0.6, 0.7)"
N001784,N005288,different,0.10499576629974598,False,31,"[0.1, 0.2)"
N001436,N002155,different,0.07614213197969544,False,97,"[0.0, 0.1)"
N006423,N011777,different,0.20108695652173914,False,2,"[0.2, 0.3)"
N006565,N006569,same,0.2983947119924457,False,2,"[0.2, 0.3)"
N003427,N006396,different,0.2247596153846154,False,1,"[0.2, 0.3)"
N009745,N009848,different,0.3728301886792453,False,134,"[0.3, 0.4)"
N002762,N002765,same,0.5826494724501758,False,3,"[0.5, 0.6)"
N000065,N000124,different,0.1270175438596491,False,9,"[0.1, 0.2)"
N001140,N008945,different,0.1522903033908388,False,22,"[0.1, 0.2)"
N002973,N002974,same,0.7302904564315352,True,188,"[0.7, 0.8)"
N006774,N006775,same,0.3316412859560068,False,10,"[0.3, 0.4)"
N011429,N011433,same,0.607,True,6,"[0.6, 0.7)"
N009822,N009823,same,0.3010033444816054,False,0,"[0.3, 0.4)"
N009371,N009372,same,0.6417322834645669,True,167,"[0.6, 0.7)"
N001006,N009138,different,0.22933333333333333,False,0,"[0.2, 0.3)"
