notice_id_a,notice_id_b,label,exact_jaccard,minhash_jaccard,absolute_error
N004410,N006730,different,0.10084033613445378,0.08333333333333333,0.017507002801120455
N006041,N011988,different,0.10436270316509838,0.10416666666666667,0.00019603649843170923
N004913,N010317,different,0.2316849816849817,0.2552083333333333,0.02352335164835162
N007995,N007997,same,0.6069057104913679,0.6015625,0.005343210491367878
N001334,N006274,different,0.12342007434944238,0.13802083333333334,0.01460075898389096
N004939,N011284,different,0.08243451463790447,0.0703125,0.012122014637904466
N005634,N006584,different,0.19083969465648856,0.19791666666666666,0.007076972010178095
N003301,N003302,same,0.5970654627539503,0.5963541666666666,0.0007112960872837082
N002267,N010375,different,0.20502645502645503,0.1953125,0.009713955026455029
N003158,N007300,different,0.16962962962962963,0.16927083333333334,0.0003587962962962876
N002085,N007988,different,0.20388349514563106,0.18229166666666666,0.021591828478964403
N001118,N001120,same,0.9428934010152284,0.9322916666666666,0.01060173434856182
N000030,N006079,different,0.214123006833713,0.23958333333333334,0.02546032649962035
N005137,N009628,different,0.208803611738149,0.203125,0.0056786117381489865
N004055,N008225,different,0.09141494435612083,0.1015625,0.010147555643879175
N001879,N004065,different,0.130879345603272,0.11458333333333333,0.016296012269938667
N000486,N011101,different,0.23803967327887982,0.2760416666666667,0.03800199338778687
N007430,N010330,different,0.3967741935483871,0.3958333333333333,0.0009408602150537959
N006041,N009700,different,0.3621301775147929,0.375,0.012869822485207127
N000297,N003849,different,0.11526946107784432,0.10416666666666667,0.011102794411177647
N003611,N007188,different,0.19517543859649122,0.22395833333333334,0.02878289473684212
N009978,N009979,same,0.4592445328031809,0.4661458333333333,0.006901300530152421
N001022,N001023,same,0.6304118268215417,0.6041666666666666,0.026245160154875102
N001629,N005005,different,0.15637860082304528,0.15364583333333334,0.0027327674897119347
N002923,N007247,different,0.11882605583392986,0.1328125,0.013986444166070144
N003164,N009587,different,0.12752858399296393,0.125,0.002528583992963934
N006832,N010598,different,0.1471550032701112,0.13802083333333334,0.009134169936777847
N006511,N006512,same,0.6310380267214799,0.6145833333333334,0.016454693388146535
N002304,N009060,different,0.09375,0.07291666666666667,0.02083333333333333
N002106,N006701,different,0.22254901960784312,0.21875,0.0037990196078431238
N006856,N006857,same,0.6272727272727273,0.6328125,0.005539772727272685
N003821,N009085,different,0.4268041237113402,0.4375,0.010695876288659811
N004522,N009816,different,0.455026455026455,0.4609375,0.005911044973544999
N008514,N008515,same,0.43777777777777777,0.4739583333333333,0.03618055555555555
N008382,N009718,different,0.0830945558739255,0.059895833333333336,0.023198722540592166
N005805,N011332,different,0.406496062992126,0.4010416666666667,0.005454396325459299
N004216,N004699,different,0.203579418344519,0.18229166666666666,0.02128775167785235
N001432,N008873,different,0.3312252964426877,0.3697916666666667,0.03856637022397896
N002149,N003382,different,0.08014911463187326,0.09114583333333333,0.010996718701460073
N004731,N009345,different,0.3355408388520971,0.359375,0.023834161147902877
N002163,N002307,different,0.31194151096669376,0.3385416666666667,0.026600155699972927
N002952,N008752,different,0.23059360730593606,0.22395833333333334,0.006635273972602718
N000745,N005843,different,0.19285714285714287,0.20833333333333334,0.015476190476190477
N005260,N011019,different,0.07398373983739838,0.0625,0.01148373983739838
N002299,N009882,different,0.08808290155440414,0.07552083333333333,0.01256206822107081
N002171,N005867,different,0.14612676056338028,0.171875,0.02574823943661972
N005334,N007457,different,0.20728008088978767,0.21614583333333334,0.008865752443545677
N005304,N005305,same,0.8866242038216561,0.875,0.011624203821656076
N005134,N005135,same,0.6097318768619663,0.6015625,0.008169376861966282
N000982,N005390,different,0.2252922422954304,0.2604166666666667,0.03512442437123628
N002992,N009046,different,0.35857267188859876,0.3489583333333333,0.009614338555265445
N000628,N000633,same,0.3333333333333333,0.3359375,0.002604166666666685
N000573,N006170,different,0.10406091370558376,0.11197916666666667,0.007918252961082908
N010406,N010408,same,0.9776119402985075,0.9739583333333334,0.0036536069651741387
N002446,N002447,same,0.6553133514986376,0.6432291666666666,0.012084184831970934
N000735,N001335,different,0.382032667876588,0.3854166666666667,0.0033839987900786683
N008238,N011480,different,0.33168805528134254,0.3125,0.019188055281342542
N000321,N000443,different,0.08364661654135339,0.08072916666666667,0.0029174498746867145
N007541,N007546,same,0.2976313079299691,0.3151041666666667,0.017472858736697572
N002683,N007848,different,0.09120788824979457,0.078125,0.013082888249794575
N009983,N009985,same,0.25332068311195444,0.20833333333333334,0.044987349778621094
N007568,N007570,same,0.42424242424242425,0.421875,0.002367424242424254
N005448,N005962,different,0.20883054892601433,0.234375,0.025544451073985674
N004767,N004768,same,0.9004329004329005,0.8958333333333334,0.004599567099567103
N007023,N007916,different,0.3330702446724546,0.3125,0.020570244672454607
N000315,N000316,same,0.5470383275261324,0.5833333333333334,0.03629500580720102
N001578,N002947,different,0.12775616083009078,0.109375,0.01838116083009078
N009857,N010711,different,0.22608695652173913,0.234375,0.00828804347826087
N002290,N003634,different,0.37913299044819987,0.4010416666666667,0.021908676218466816
N011438,N011440,same,0.6671035386631717,0.6692708333333334,0.0021672946701616347
N010035,N011646,different,0.22802197802197802,0.2552083333333333,0.027186355311355298
N001295,N001296,same,0.6604527296937417,0.6666666666666666,0.006213936972924938
N005825,N010265,different,0.20545073375262055,0.2109375,0.005486766247379454
N002351,N005508,different,0.3617363344051447,0.3671875,0.005451165594855312
N011075,N011077,same,0.9341935483870968,0.9375,0.003306451612903216
N011335,N011336,same,0.4023109243697479,0.3854166666666667,0.016894257703081228
N000514,N011152,different,0.3470817120622568,0.34375,0.0033317120622567975
N010762,N010766,same,0.9219858156028369,0.9114583333333334,0.010527482269503508
N001314,N003288,different,0.3825065274151436,0.3776041666666667,0.004902360748476942
N001403,N001405,same,0.21847930702598653,0.2109375,0.00754180702598653
N010389,N010391,same,0.8616071428571429,0.8723958333333334,0.010788690476190466
N001258,N001261,same,0.9384835479256081,0.9505208333333334,0.012037285407725307
N003574,N011053,different,0.3339622641509434,0.2994791666666667,0.03448309748427669
N001484,N005371,different,0.29260182876142976,0.28125,0.01135182876142976
N005426,N005427,same,0.9186046511627907,0.9140625,0.004542151162790664
N008443,N010211,different,0.1276595744680851,0.11979166666666667,0.007867907801418425
N005517,N011613,different,0.08318098720292505,0.078125,0.00505598720292505
N005828,N010514,different,0.08676789587852494,0.041666666666666664,0.04510122921185828
N011154,N011156,same,0.6539923954372624,0.6380208333333334,0.015971562103929027
N002595,N003310,different,0.17681498829039813,0.19791666666666666,0.02110167837626853
N008630,N011336,different,0.4435483870967742,0.4635416666666667,0.019993279569892497
N004951,N008794,different,0.29866888519134777,0.2708333333333333,0.02783555185801445
N000391,N004186,different,0.3363028953229399,0.3697916666666667,0.0334887713437268
N000166,N008677,different,0.20342396777442096,0.24479166666666666,0.0413676988922457
N009154,N011317,different,0.22455403987408185,0.2604166666666667,0.03586262679258484
N002589,N009612,different,0.32831001076426264,0.3255208333333333,0.002789177430929324
N008268,N009916,different,0.32545454545454544,0.3125,0.01295454545454544
N002316,N002317,same,0.49601063829787234,0.53125,0.03523936170212766
N006596,N011033,different,0.1201885310290652,0.14322916666666666,0.02304063563760146
N010106,N010107,same,0.3879120879120879,0.3723958333333333,0.015516254578754607
N008409,N008410,same,0.9426934097421203,0.9505208333333334,0.007827423591213023
N001937,N007430,different,0.3712737127371274,0.3541666666666667,0.017107046070460707
N000078,N006886,different,0.20266666666666666,0.1796875,0.02297916666666666
N010999,N011001,same,0.32802937576499386,0.3463541666666667,0.018324790901672827
N001357,N010788,different,0.20168067226890757,0.24739583333333334,0.045715161064425774
N000906,N011149,different,0.2484076433121019,0.2630208333333333,0.014613190021231404
N003435,N009318,different,0.2224231464737794,0.2526041666666667,0.030181020192887292
N002916,N004445,different,0.1953125,0.20052083333333334,0.005208333333333343
N003770,N011367,different,0.2438692098092643,0.2786458333333333,0.03477662352406902
N010980,N010981,same,0.6575729068673566,0.671875,0.014302093132643412
N005040,N005041,same,0.922365988909427,0.9192708333333334,0.0030951555760936333
N008937,N008938,same,0.22748815165876776,0.20833333333333334,0.01915481832543442
N002071,N006588,different,0.11220715166461159,0.1015625,0.010644651664611593
N010261,N011914,different,0.34375,0.3359375,0.0078125
N000670,N000671,same,0.9152798789712556,0.90625,0.009029878971255623
N000489,N007029,different,0.23224043715846995,0.24479166666666666,0.012551229508196704
N007633,N010942,different,0.17100371747211895,0.16927083333333334,0.001732884138785612
N005243,N006569,different,0.10232158211521926,0.09895833333333333,0.0033632487818859302
N001083,N001567,different,0.1926006528835691,0.20833333333333334,0.015732680449764253
N000282,N006591,different,0.20679012345679013,0.22135416666666666,0.014564043209876532
N003362,N003364,same,0.9781818181818182,0.9661458333333334,0.012035984848484782
N005927,N008816,different,0.3916827852998066,0.4088541666666667,0.017171381366860083
N001289,N001291,same,0.2601410934744268,0.2604166666666667,0.0002755731922398641
N005231,N005232,same,0.9401088929219601,0.9583333333333334,0.018224440411373277
N003835,N003837,same,0.7358870967741935,0.7317708333333334,0.004116263440860135
N004167,N005115,different,0.3877338877338877,0.4192708333333333,0.03153694559944559
N002040,N003281,different,0.2037914691943128,0.22916666666666666,0.025375197472353866
N002605,N010853,different,0.3581081081081081,0.3723958333333333,0.0142877252252252
N011139,N011793,different,0.1210149642160052,0.09114583333333333,0.029869130882671874
N001458,N002506,different,0.1832579185520362,0.1796875,0.0035704185520361864
N007148,N011853,different,0.41452205882352944,0.3958333333333333,0.018688725490196123
N001791,N008583,different,0.3253128007699711,0.3645833333333333,0.039270532563362215
N008993,N008995,same,0.9135593220338983,0.921875,0.008315677966101664
N004043,N004218,different,0.2943969610636277,0.3020833333333333,0.007686372269705588
N011601,N011603,same,0.8963317384370016,0.9010416666666666,0.004709928229664984
N002945,N010292,different,0.15384615384615385,0.1640625,0.010216346153846145
N006385,N011130,different,0.3081510934393638,0.3463541666666667,0.038203073227302875
N006764,N009477,different,0.33043478260869563,0.3541666666666667,0.023731884057971053
N004409,N011892,different,0.17785977859778598,0.19010416666666666,0.012244388068880674
N000023,N002700,different,0.2906057945566286,0.3177083333333333,0.02710253877670471
N001669,N003264,different,0.2,0.2109375,0.010937499999999989
N002831,N008460,different,0.11342155009451796,0.12760416666666666,0.014182616572148699
N004184,N005163,different,0.1111111111111111,0.10416666666666667,0.006944444444444434
N009665,N011482,different,0.07381615598885793,0.057291666666666664,0.01652448932219127
N000340,N009553,different,0.083668543845535,0.07291666666666667,0.01075187717886833
N002043,N008828,different,0.1812015503875969,0.22135416666666666,0.04015261627906977
N003466,N003469,same,0.6008771929824561,0.5911458333333334,0.00973135964912275
N005064,N005067,same,0.6961620469083155,0.6848958333333334,0.011266213574982142
N000030,N007467,different,0.1965484180249281,0.203125,0.00657658197507191
N011900,N011901,same,0.5529225908372828,0.5416666666666666,0.01125592417061616
N006901,N008943,different,0.21421520236920039,0.21875,0.004534797630799614
N003415,N005750,different,0.11263972484952708,0.09895833333333333,0.013681391516193755
N005350,N005352,same,0.3625,0.359375,0.003124999999999989
N007614,N008823,different,0.1203155818540434,0.125,0.004684418145956604
N004333,N008255,different,0.19840566873339238,0.1796875,0.018718168733392382
N009495,N009521,different,0.1274438812454743,0.10416666666666667,0.023277214578807617
N006462,N006463,same,0.9363507779349364,0.90625,0.030100777934936374
N001629,N008262,different,0.2607003891050584,0.2421875,0.018512889105058383
N002516,N010795,different,0.22799295774647887,0.2708333333333333,0.04284037558685444
N006622,N006623,same,0.7529691211401425,0.7473958333333334,0.005573287806809102
N010081,N010082,same,0.669750231267345,0.6276041666666666,0.04214606460067838
N007560,N007561,same,0.6006637168141593,0.5963541666666666,0.00430955014749268
N005941,N006998,different,0.3982725527831094,0.40625,0.007977447216890587
N004062,N004438,different,0.18457943925233644,0.16666666666666666,0.017912772585669784
N000990,N002973,different,0.09588068181818182,0.09375,0.0021306818181818232
N008321,N008641,different,0.34025717111770526,0.3463541666666667,0.006096995548961426
N008561,N008562,same,0.6794871794871795,0.6640625,0.015424679487179516
N001360,N001361,same,0.951417004048583,0.9505208333333334,0.0008961707152496112
N008993,N008994,same,0.9581881533101045,0.9557291666666666,0.0024589866434379104
N005108,N005109,same,0.737417943107221,0.734375,0.0030429431072209745
N001983,N001984,same,0.5605442176870749,0.5911458333333334,0.030601615646258518
N006038,N009049,different,0.12142857142857143,0.1171875,0.004241071428571427
N001413,N007076,different,0.2020304568527919,0.20052083333333334,0.0015096235194585472
N005772,N005776,same,0.3068181818181818,0.3333333333333333,0.02651515151515149
N000237,N009075,different,0.36626506024096384,0.375,0.008734939759036164
N011043,N011048,same,0.2434108527131783,0.2109375,0.032473352713178305
N004742,N006981,different,0.19781420765027322,0.18229166666666666,0.015522540983606559
N004801,N004802,same,0.5560640732265446,0.5625,0.0064359267734553915
N003994,N003995,same,0.21367521367521367,0.1953125,0.018362713675213665
N000643,N009675,different,0.3831948291782087,0.3828125,0.0003823291782086846
N006086,N006087,same,0.9256756756756757,0.9140625,0.011613175675675658
N000266,N010102,different,0.24754901960784315,0.2578125,0.010263480392156854
N005028,N009701,different,0.23785166240409208,0.25,0.012148337595907915
N009670,N009671,same,0.94,0.96875,0.028750000000000053
N001005,N001804,different,0.3717605004468275,0.4036458333333333,0.0318853328865058
N005314,N010609,different,0.37988422575976843,0.3671875,0.012696725759768435
N000417,N000419,same,0.9350490196078431,0.9192708333333334,0.015778186274509776
N011041,N011048,same,0.22575640031031807,0.20052083333333334,0.02523556697698473
N000992,N001435,different,0.2048076923076923,0.20833333333333334,0.003525641025641041
N004107,N008166,different,0.1240086517664023,0.10416666666666667,0.01984198509973563
N002590,N002591,same,0.9221698113207547,0.9375,0.015330188679245293
N005119,N005121,same,0.662291169451074,0.6666666666666666,0.004375497215592605
N002826,N007185,different,0.08917197452229299,0.09635416666666667,0.007182192144373684
N009349,N009350,same,0.9259896729776248,0.9192708333333334,0.00671883964429143
N003121,N005007,different,0.10101010101010101,0.109375,0.008364898989898992
N002947,N003566,different,0.06864988558352403,0.07291666666666667,0.004266781083142643
N000485,N000488,same,0.8037383177570093,0.8072916666666666,0.0035533489096573057
N004349,N011691,different,0.37582236842105265,0.3984375,0.022615131578947345
N011281,N011282,same,0.7072625698324022,0.6875,0.01976256983240221
N003865,N009372,different,0.12316715542521994,0.125,0.001832844574780057
N001198,N010109,different,0.34129429892141755,0.375,0.03370570107858245
N011975,N011976,same,0.6441136671177267,0.6302083333333334,0.013905333784393292
N006419,N007183,different,0.08552631578947369,0.08854166666666667,0.003015350877192985
N010407,N010605,different,0.2069408740359897,0.19010416666666666,0.01683670736932305
N009079,N010570,different,0.419234360410831,0.4140625,0.0051718604108310084
N001415,N006560,different,0.3245214220601641,0.34375,0.0192285779398359
N001653,N001654,same,0.6342780026990553,0.6302083333333334,0.004069669365721951
N003355,N003823,different,0.08856345885634588,0.08072916666666667,0.00783429218967921
N000355,N005276,different,0.31689497716894977,0.3255208333333333,0.00862585616438355
N007573,N007574,same,0.381151832460733,0.3619791666666667,0.01917266579406629
N007999,N008002,same,0.9449225473321858,0.921875,0.023047547332185836
N007057,N010814,different,0.07261724659606657,0.046875,0.025742246596066568
N000264,N009708,different,0.21621621621621623,0.2578125,0.04159628378378377
N008825,N008828,same,0.5602409638554217,0.5677083333333334,0.007467369477911712
N001284,N006893,different,0.15446650124069478,0.1796875,0.025220998759305224
N011033,N011035,same,0.9484536082474226,0.953125,0.0046713917525773585
N004348,N004349,same,0.459837019790454,0.4348958333333333,0.02494118645712068
N004177,N010930,different,0.1819021237303786,0.1796875,0.00221462373037859
N003845,N003847,same,0.6434426229508197,0.640625,0.002817622950819665
N004106,N004107,same,0.24424778761061947,0.23697916666666666,0.007268620943952808
N007911,N009413,different,0.19771863117870722,0.19010416666666666,0.007614464512040564
N001010,N001011,same,0.31152073732718893,0.3385416666666667,0.02702092933947775
N009213,N010572,different,0.1309408341416101,0.1171875,0.01375333414161009
N006364,N006366,same,0.24552429667519182,0.24479166666666666,0.0007326300085251647
N001447,N003703,different,0.18334985133795836,0.18229166666666666,0.0010581846712917065
N009727,N010185,different,0.12132822477650064,0.11197916666666667,0.009349058109833969
N000605,N002652,different,0.16591251885369532,0.15625,0.009662518853695318
N004016,N004017,same,0.2163677130044843,0.20052083333333334,0.01584687967115095
N010689,N011576,different,0.10785824345146379,0.1015625,0.0062957434514637894
N001733,N001734,same,0.7242152466367713,0.703125,0.02109024663677128
N004845,N007461,different,0.11422564821303434,0.11197916666666667,0.002246481546367668
N010880,N010881,same,0.8137128072445019,0.7942708333333334,0.01944197391116853
N000498,N001176,different,0.2137862137862138,0.21875,0.004963786213786209
N001285,N003729,different,0.12157534246575342,0.11197916666666667,0.009596175799086754
N006173,N008196,different,0.21017907634307256,0.21354166666666666,0.0033625903235940946
N008110,N009707,different,0.37448559670781895,0.375,0.0005144032921810537
N007193,N010619,different,0.42094240837696334,0.3828125,0.03812990837696334
N000561,N003679,different,0.3860062893081761,0.3984375,0.012431210691823902
N003026,N003027,same,0.6213333333333333,0.5755208333333334,0.04581249999999992
N004552,N004553,same,0.7147102526002972,0.7213541666666666,0.0066439140663694385
N007647,N009169,different,0.38468720821662,0.4010416666666667,0.016354458450046683
N005744,N010823,different,0.3336448598130841,0.3359375,0.002292640186915884
N001880,N002772,different,0.11612426035502958,0.1171875,0.001063239644970418
N003351,N006982,different,0.13029045643153528,0.1171875,0.013102956431535279
N006591,N011935,different,0.26937618147448017,0.3307291666666667,0.061352985192186515
N008482,N010584,different,0.2011173184357542,0.20572916666666666,0.0046118482309124575
N005814,N006544,different,0.09236363636363637,0.09114583333333333,0.0012178030303030413
N006622,N006638,different,0.09956709956709957,0.09114583333333333,0.00842126623376624
N008603,N010598,different,0.12324723247232472,0.11458333333333333,0.00866389913899139
N000753,N000755,same,0.8880407124681934,0.8880208333333334,1.987913486001247e-05
N006153,N009437,different,0.3652924256951103,0.3671875,0.0018950743048897212
N002548,N010207,different,0.37004754358161646,0.3723958333333333,0.002348289751716859
N004026,N010431,different,0.2094188376753507,0.2265625,0.01714366232464931
N000339,N002440,different,0.195852534562212,0.18229166666666666,0.013560867895545337
N000964,N008611,different,0.3203266787658802,0.328125,0.007798321234119776
N001833,N004195,different,0.3540315106580167,0.3489583333333333,0.005073177324683376
N001282,N004950,different,0.08916728076639646,0.078125,0.011042280766396462
N000030,N009868,different,0.19384615384615383,0.18229166666666666,0.011554487179487177
N001010,N004708,different,0.4009216589861751,0.3802083333333333,0.020713325652841785
N000566,N008517,different,0.1288265306122449,0.12239583333333333,0.00643069727891156
N011092,N011095,same,0.7057057057057057,0.6953125,0.010393205705705677
N001983,N009014,different,0.17894736842105263,0.23697916666666666,0.058031798245614025
N005044,N005045,same,0.9352380952380952,0.9166666666666666,0.018571428571428572
N003201,N003203,same,1.0,1.0,0.0
N000238,N001915,different,0.2319721980886186,0.20572916666666666,0.026243031421951946
N000461,N004754,different,0.4434876210979548,0.4713541666666667,0.027866545568711876
N000135,N010890,different,0.10127591706539076,0.09635416666666667,0.004921750398724084
N011414,N011759,different,0.2170439414114514,0.21875,0.001706058588548609
N003751,N007825,different,0.15260545905707196,0.13541666666666666,0.0171887923904053
N006774,N009531,different,0.43524699599465955,0.4557291666666667,0.02048217067200714
N000516,N006620,different,0.16666666666666666,0.17708333333333334,0.010416666666666685
N004325,N004949,different,0.21800947867298578,0.21354166666666666,0.004467812006319127
N000557,N004353,different,0.18044354838709678,0.18229166666666666,0.001848118279569877
N000286,N008208,different,0.400974025974026,0.4114583333333333,0.010484307359307332
N002691,N010535,different,0.4270557029177719,0.4557291666666667,0.02867346374889479
N000490,N006570,different,0.3246753246753247,0.3697916666666667,0.04511634199134201
N005692,N009368,different,0.09243697478991597,0.08854166666666667,0.0038953081232492998
N006324,N006325,same,0.6014492753623188,0.5807291666666666,0.020720108695652217
N004951,N011682,different,0.3507521773555028,0.3645833333333333,0.013831155977830523
N010982,N010985,same,0.6571125265392781,0.6770833333333334,0.019970806794055274
N009834,N009835,same,0.5618479880774963,0.5,0.06184798807749625
N003500,N003501,same,0.6730523627075351,0.6848958333333334,0.01184347062579827
N010499,N011269,different,0.07827476038338659,0.078125,0.00014976038338658515
N005257,N010502,different,0.1089238845144357,0.12239583333333333,0.013471948818897628
N003920,N006487,different,0.15201900237529692,0.1484375,0.003581502375296919
N011834,N011835,same,0.9122085048010974,0.875,0.037208504801097386
N004364,N007454,different,0.12928501469147893,0.10677083333333333,0.022514181358145605
N004158,N008744,different,0.21451787648970747,0.17447916666666666,0.04003870982304081
N005771,N006045,different,0.08852755194218609,0.07552083333333333,0.01300671860885276
N001865,N011525,different,0.22065727699530516,0.23697916666666666,0.0163218896713615
N001362,N001363,same,0.23084291187739464,0.22395833333333334,0.006884578544061298
N009863,N009866,same,0.3139269406392694,0.2994791666666667,0.014447773972602718
N000175,N002508,different,0.2515391380826737,0.2838541666666667,0.03231502858399299
N006545,N006546,same,0.7348484848484849,0.7447916666666666,0.009943181818181768
N000215,N005986,different,0.3798165137614679,0.3411458333333333,0.038670680428134596
N004433,N011613,different,0.10410764872521247,0.1015625,0.0025451487252124705
N000064,N010912,different,0.08595988538681948,0.07552083333333333,0.01043905205348615
N008572,N009975,different,0.17592592592592593,0.18229166666666666,0.006365740740740727
N000431,N001948,different,0.1263823064770932,0.12760416666666666,0.0012218601895734593
N002598,N004139,different,0.2055063913470993,0.2109375,0.005431108652900696
N007063,N007064,same,0.6944444444444444,0.6380208333333334,0.05642361111111105
N008238,N008239,same,0.6670687575392038,0.671875,0.004806242460796195
N000518,N009485,different,0.06800348735832606,0.06510416666666667,0.0028993206916593933
N003093,N003735,different,0.09792709077912795,0.09114583333333333,0.006781257445794622
N001977,N007620,different,0.10620689655172413,0.109375,0.0031681034482758663
N009205,N009208,same,0.4215581643543223,0.4270833333333333,0.005525168979011008
N003317,N010218,different,0.17259414225941422,0.18229166666666666,0.00969752440725244
N006112,N006266,different,0.12566641279512566,0.1328125,0.007146087204874335
N003208,N003758,different,0.1346562721474132,0.14322916666666666,0.008572894519253471
N008188,N008190,same,0.9552529182879378,0.9401041666666666,0.015148751621271161
N003051,N011987,different,0.10119465917076599,0.10677083333333333,0.005576174162567338
N001446,N004867,different,0.1362126245847176,0.16145833333333334,0.02524570874861573
N000895,N009304,different,0.39339019189765456,0.3984375,0.005047308102345438
N000161,N010769,different,0.08076358296622614,0.0703125,0.010451082966226141
N003327,N003328,same,0.6439393939393939,0.6197916666666666,0.024147727272727293
N008176,N010603,different,0.12076455256298871,0.11458333333333333,0.00618121922965538
N001633,N001634,same,0.3152,0.359375,0.04417500000000002
N004001,N007546,different,0.46320346320346323,0.4348958333333333,0.028307629870129913
N000937,N000938,same,0.5232419547079857,0.5208333333333334,0.0024086213746523644
N008048,N008050,same,0.9363905325443787,0.921875,0.014515532544378651
N004328,N008917,different,0.20887728459530025,0.18229166666666666,0.026585617928633593
N004757,N008828,different,0.20403825717321997,0.2109375,0.006899242826780033
N005397,N005398,same,0.29524886877828055,0.2760416666666667,0.019207202111613864
N001291,N007292,different,0.20512820512820512,0.19791666666666666,0.007211538461538464
N007205,N007207,same,1.0,1.0,0.0
N002229,N011361,different,0.4151898734177215,0.4244791666666667,0.009289293248945174
N005375,N005716,different,0.1214017521902378,0.10677083333333333,0.01463091885690447
N002758,N002818,different,0.19748858447488585,0.20833333333333334,0.010844748858447495
N009564,N011151,different,0.38652482269503546,0.3333333333333333,0.05319148936170215
N008487,N008488,same,0.9781144781144782,0.9869791666666666,0.008864688552188471
N007856,N007858,same,0.6553191489361702,0.6380208333333334,0.01729831560283679
N000647,N001025,different,0.10724431818181818,0.09375,0.013494318181818177
N003489,N010336,different,0.19053254437869824,0.18489583333333334,0.005636711045364895
N000327,N009318,different,0.2058165548098434,0.23697916666666666,0.031162611856823258
N005431,N006150,different,0.12207602339181287,0.14322916666666666,0.021153143274853792
N002684,N004549,different,0.11256354393609296,0.13020833333333334,0.017644789397240387
N005744,N007062,different,0.08868501529051988,0.10677083333333333,0.01808581804281345
N004248,N011184,different,0.19506172839506172,0.2265625,0.03150077160493828
N003020,N003021,same,0.4300100704934542,0.4166666666666667,0.013343403826787503
N000160,N003947,different,0.22792022792022792,0.2421875,0.014267272079772075
N006712,N008335,different,0.21177802944507362,0.2552083333333333,0.04343030388825969
N000843,N005365,different,0.16761768901569188,0.17708333333333334,0.009465644317641464
N011628,N011629,same,0.2802547770700637,0.22916666666666666,0.05108811040339703
N000026,N011332,different,0.4215686274509804,0.4114583333333333,0.010110294117647078
N003058,N009240,different,0.16878612716763006,0.16666666666666666,0.0021194605009633993
N000396,N000397,same,0.32608695652173914,0.3463541666666667,0.02026721014492755
N006146,N006401,different,0.11875843454790823,0.1171875,0.0015709345479082287
N007004,N011967,different,0.2141982864137087,0.23177083333333334,0.01757254691962465
N002229,N002230,same,0.41578947368421054,0.4114583333333333,0.004331140350877227
N002088,N011862,different,0.312133072407045,0.3307291666666667,0.018596094259621665
N004709,N004711,same,0.9273356401384083,0.9270833333333334,0.0002523068050749311
N001940,N002621,different,0.12727272727272726,0.14583333333333334,0.018560606060606083
N004803,N004804,same,0.915057915057915,0.9036458333333334,0.011412081724581635
N003748,N011207,different,0.09041309431021044,0.109375,0.01896190568978956
N001623,N010411,different,0.08243130724396336,0.06510416666666667,0.017327140577296687
N002821,N007053,different,0.32894736842105265,0.328125,0.000822368421052655
N001977,N006802,different,0.4202266782911944,0.4817708333333333,0.06154415504213889
N000993,N011320,different,0.22580645161290322,0.22916666666666666,0.003360215053763438
N008784,N011076,different,0.385837193911317,0.4322916666666667,0.046454472755349696
N001137,N005072,different,0.14458804523424879,0.15625,0.011661954765751215
N007487,N007491,same,0.46802721088435373,0.4973958333333333,0.029368622448979587
N002401,N005487,different,0.20630081300813008,0.22916666666666666,0.022865853658536578
N001101,N002086,different,0.135423197492163,0.11979166666666667,0.01563153082549633
N004655,N010935,different,0.40769835035349566,0.4114583333333333,0.0037599829798376505
N004085,N004086,same,0.9448275862068966,0.9296875,0.015140086206896552
N003125,N003127,same,0.9216255442670537,0.9296875,0.008061955732946324
N001101,N001666,different,0.13034482758620689,0.13802083333333334,0.0076760057471264576
N001141,N001142,same,0.2526041666666667,0.2630208333333333,0.01041666666666663
N006480,N008863,different,0.08440170940170941,0.09635416666666667,0.011952457264957264
N000817,N011666,different,0.35872235872235875,0.3854166666666667,0.026694307944307938
N000219,N003185,different,0.19866920152091255,0.1953125,0.003356701520912553
N001988,N006863,different,0.12007332722273144,0.1328125,0.012739172777268562
N009478,N009479,same,0.6366197183098592,0.6041666666666666,0.032453051643192565
N001784,N005288,different,0.10499576629974598,0.09114583333333333,0.013849932966412654
N001436,N002155,different,0.07614213197969544,0.0703125,0.005829631979695438
N006423,N011777,different,0.20108695652173914,0.20833333333333334,0.007246376811594207
N006565,N006569,same,0.2983947119924457,0.2942708333333333,0.004123878659112401
N003427,N006396,different,0.2247596153846154,0.25,0.02524038461538461
N009745,N009848,different,0.3728301886792453,0.3671875,0.005642688679245278
N002762,N002765,same,0.5826494724501758,0.5703125,0.012336972450175843
N000065,N000124,different,0.1270175438596491,0.1015625,0.025455043859649112
N001140,N008945,different,0.1522903033908388,0.15104166666666666,0.0012486367241721363
N002973,N002974,same,0.7302904564315352,0.7057291666666666,0.0245612897648686
N006774,N006775,same,0.3316412859560068,0.3385416666666667,0.0069003807106599035
N011429,N011433,same,0.607,0.6588541666666666,0.051854166666666646
N009822,N009823,same,0.3010033444816054,0.28125,0.019753344481605373
N009371,N009372,same,0.6417322834645669,0.6588541666666666,0.01712188320209973
N001006,N009138,different,0.22933333333333333,0.2421875,0.012854166666666667
N000723,N009281,different,0.11050102951269733,0.09635416666666667,0.014146862846030658
N000259,N003124,different,0.222318339100346,0.2421875,0.019869160899653987
N002544,N002792,different,0.4007220216606498,0.4348958333333333,0.03417381167268352
